,High_Beta,mav (µ),,,,,,,,,Low_Beta,mav (µ),,,,,,,,,Mu,mav (µ),,,,,,,,
,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
,id87,4.844210972,12.78127623,11.46654838,15.38370674,14.70106014,14.18004677,13.64897944,17.81495815,15.04693373,id87,3.608148223,10.87821353,10.49416798,13.89212632,11.73105349,10.23826061,11.34769457,15.43246051,11.82450114,id87,5.141418935,10.40205226,18.12505028,26.39564524,28.79610862,21.1885911,14.55522863,22.1429534,17.52285094
,id88,14.92675741,14.34563324,21.0670013,6.45430501,8.288773514,18.54431865,6.727538832,20.35077477,15.5942508,id88,15.32433038,17.92413673,18.66902499,8.533544368,8.188851648,15.63624969,7.708277928,16.22756419,15.27010839,id88,19.08385631,23.70293672,24.39977934,10.41246014,10.52658421,23.28744285,7.05491005,25.00063408,19.79305775
,id89,4.179379978,10.07889003,4.097221648,0.00003746947429,0.0002886226892,1.987176291,8.729247051,1.491377569,8.862159407,id89,3.766324783,5.406218941,1.608429462,0.0003254548961,0.001118830783,2.999762602,5.139301902,0.956061461,5.57922375,id89,5.809252606,6.13408007,0.7669589872,0.0006915750581,0.002576274629,4.205657785,6.766361942,1.216492721,7.33605595
,id9,18.05540072,21.50766163,9.705014842,21.20397167,3.851026696,6.659577245,1.828923299,16.04862864,9.196245055,id9,7.145074892,15.04258266,6.794647631,19.91262595,1.996401508,6.249116247,1.424126955,10.9610046,8.189061584,id9,10.27425596,19.12306743,9.389037247,21.07086327,2.641003541,6.951563613,1.453480637,24.79033832,8.66299449
,id90,14.29931144,12.53861553,8.381076256,4.929112603,0.5870535709,5.109678196,6.5135754,8.143468589,1.014633538,id90,10.4737678,7.78579228,12.89268154,3.991403989,0.8591409206,8.194749933,13.25553699,8.618304425,0.3963053654,id90,10.59789646,15.21950002,10.76170241,2.67919578,1.086974053,10.33880275,9.560889376,10.41061455,0.4293600107
,id91,8.672707963,0.006138888278,5.398142427,12.18784574,0.4236484194,0.3178351599,14.84672871,4.691338823,3.432753601,id91,6.774419763,0.008769663158,5.266397118,8.280364682,0.06515600305,0.1482970551,6.068995991,3.616413209,3.417437417,id91,6.079776491,0.01223232841,7.300204221,14.10759331,0.07603982551,0.1065635093,23.50375961,4.072787944,4.039757455
,id92,14.93401397,4.436216202,9.387793021,14.56453913,11.71576327,4.90504061,18.3156375,0.3310701485,13.70560552,id92,11.77514032,5.799660631,12.45828388,15.58446295,9.357866418,4.519090912,13.8520032,0.1915893773,12.18808935,id92,13.46126868,5.693557056,14.14092281,24.05084134,12.04200983,5.028602088,14.76740073,0.1790939824,16.16058514
,id93,24.46626175,27.71625162,2.99756943,0.08598178704,0.1404178725,1.054385189,38.00903491,0.2184014428,18.54996259,id93,8.257036757,11.27210023,2.550874718,0.1364657705,0.1054985273,0.4638622335,7.591567692,0.1482193136,3.802137074,id93,24.67774134,18.79483599,2.960123003,0.2016140997,0.05002011666,0.3404039988,8.988209756,0.208001941,4.380067346
,id94,14.95382854,17.93308644,11.30329628,3.199963197,9.30875739,8.870505436,12.20437541,7.046128427,12.00197544,id94,9.207386437,13.9705113,9.478238856,5.181187659,11.85164739,8.536255918,11.03692307,5.522212784,6.350474316,id94,12.84732088,18.88107205,11.63644292,5.008772681,13.72919798,11.22839518,15.31307122,6.990890223,7.423701205
,id95,13.12247832,5.936448602,21.87079384,5.49206208,7.064017021,2.914215408,7.086296458,3.6223021,4.39720662,id95,10.28355035,4.61265584,15.51079783,7.223393476,6.159040375,5.677821261,5.928158625,4.598467065,3.570719874,id95,13.31757901,9.120981008,29.38314449,10.00474671,9.881266125,6.892777052,15.53838502,7.408534164,5.731281516
,id96,3.823386485,1.649030442,0.2499989441,1.441967161,4.77451108,0.5701276156,13.87529514,5.709574702,17.88946999,id96,4.387838542,1.31680718,0.07802051551,1.262681638,2.45828697,0.7490925102,9.646972504,5.053725862,16.00981706,id96,4.50274477,3.121363281,0.1443122473,1.582156601,4.250844791,0.5681222268,18.52057868,11.14719902,25.20420768
,id97,14.78909276,16.56634064,14.19401473,17.00190612,11.51876877,0.002966164244,17.95961292,16.09101802,10.64760877,id97,12.73763911,14.58933356,16.33078293,12.78771433,10.89366016,0.004816565306,17.44950319,13.35645133,10.59661638,id97,15.69755093,16.77616716,19.04312072,13.85259639,17.48379785,0.006907137091,18.92093864,16.2539579,12.85351244
,id98,4.872518657,8.686418566,11.37881981,5.746589618,8.611636129,4.942424049,1.111286402,14.943046,12.82929594,id98,5.340465946,9.545702017,12.13013315,4.115298706,9.216802874,7.477238866,0.7498317157,18.70631748,12.33677743,id98,8.527888086,10.4793692,11.93726241,6.617297738,10.10217291,6.602939069,0.6515714175,14.71667971,12.09862438
,id99,20.55889087,10.65250328,22.14513022,17.25335421,15.07935564,4.249167495,14.50308442,16.65469599,14.13134849,id99,16.95802282,7.468046054,15.69566999,13.60173378,10.63264361,2.677059176,11.82711063,16.55037903,14.26106401,id99,16.3429856,18.27651716,27.44143859,24.59641509,12.92790479,3.097605822,17.02241856,22.24848295,19.9702522
