,High_Beta,variance (µ),,,,,,,,,Low_Beta,variance (µ),,,,,,,,,Mu,variance (µ),,,,,,,,
,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,ID,scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9
,id116,0.0004911637239,0.0002351816718,0.0003475209505,0.0003567399549,0.0006140114299,0.0003527854185,0.000447708402,0.000332810241,0.0004677332165,id116,0.0002573096089,0.0001304461833,0.0001596366788,0.0003997088266,0.0005462104481,0.0001627364293,0.0002256505588,0.0003902729388,0.0004246960175,id116,0.0005381294262,0.0005747216915,0.0007710684636,0.0007391315443,0.0009111522352,0.0005938057475,0.0005981728926,0.0004690569536,0.0007986565863
,id117,0.0002428063072,0.0005120786824,0.001114352621,0.000007444479663,0.0001350340759,0.00007454268287,0.0003019430457,0.00035089652,0,id117,0.00007969946906,0.0004234939916,0.0006719836677,0.000002975111285,0.00006679631125,0.00002603924443,0.0001678989494,0.0003201575379,0,id117,0.0001093387169,0.0003935115213,0.001183417679,0.000002965034649,0.000220881031,0.00007602665395,0.0001615380769,0.0002840751323,0
,id118,0.000145574505,0.00008771525387,0.00009939170198,0.00006492095107,0.00007458514256,0.0001067986649,0.00004814966845,0.00009579918593,0.0000386028389,id118,0.00008917750859,0.00005085366381,0.00006706953853,0.00004224987705,0.00003752643756,0.00006419097423,0.0000282960625,0.00007375628898,0.00002470678313,id118,0.0000875473228,0.00005939025562,0.00004345758103,0.00008354827177,0.00007465492642,0.00009821040107,0.00004516619342,0.00004965836552,0.00001837951898
,id119,0.0005314021149,0.0004608049626,0.0004941555406,0.0003827413879,0.0004825984666,0.0005686840618,0.0005085163593,0.0006155903661,0.000231064282,id119,0.0003104379179,0.0003952417012,0.0007872987871,0.0002896794129,0.0002843715785,0.0005064829721,0.0003585645916,0.000422794756,0.0002578390494,id119,0.0007746148844,0.0008835414551,0.001165791466,0.0008925998771,0.001240109153,0.001239669644,0.0011645153,0.001881890405,0.0008562254005
,id12,0.0004066443174,0.0001595958698,0.000116942621,0.00001101001331,0.0003659993747,0,0.0004754971091,0.000284604932,0.0006413042873,id12,0.0001130672107,0.0001786157256,0.00007921365467,0.000002653402353,0.0001391145023,0,0.0002016668741,0.0001185553416,0.0002618457022,id12,0.0003180696849,0.00015378188,0.0001414939593,0.000002396575115,0.0004525419107,0,0.0005806929941,0.0002359106725,0.0003050207202
,id120,0.0006877070698,0.0006347368934,0.00003343379204,0.0001822203827,0.0005284619043,0.0003184024899,0.0006483981778,0.0005134211198,0.0007608532863,id120,0.0003316099227,0.0001889848127,0.00003865876043,0.0003214922896,0.0002745467459,0.000281385411,0.00033985284,0.0002407809971,0.0002289250183,id120,0.0004379943263,0.0002226383195,0.0001050147549,0.0003158015903,0.0007082771247,0.000860082283,0.0003996966129,0.001368767038,0.001011305361
,id121,0.0002127727979,0.0005380131653,0.0005083459169,0.0003205881906,0.0006614728673,0.0003560301823,0.0004525712728,0.00003617225978,0.0003142025339,id121,0.0002754698193,0.0001864881726,0.0003086355963,0.0002391854681,0.0002751441619,0.0003823847023,0.0003258592452,0.00001884184731,0.0003428504202,id121,0.0001851673448,0.0002133616395,0.0004615106769,0.0002470130956,0.0003123493098,0.0003092699727,0.0004008228033,0.00001995645742,0.0002534887386
,id122,0.0007845449823,0.000563898965,0.0004619583342,0.0003843965273,0.0002969217099,0.00009967956907,0.0002105743169,0.0002101891396,0.0003202451242,id122,0.0002737355462,0.0003049778715,0.0003472869981,0.0003908156661,0.000116841332,0.0001415569442,0.0003111525491,0.0001523055075,0.0002926101565,id122,0.0003874977363,0.000517109898,0.0004066826536,0.0003771006572,0.0001644721595,0.00008483735032,0.0001977086532,0.0001301376653,0.0004017890949
,id123,0.0007475049793,0.000439469276,0.0003258648253,0.0004327724182,0.000486971756,0.0001513537311,0.0006813555318,0.0008564440144,0.0004763975934,id123,0.0005913848203,0.0001592702173,0.0002884323371,0.00021770735,0.0001879664917,0.00008508460345,0.0003019795441,0.0004179312054,0.0002993333349,id123,0.001081010297,0.0002200232012,0.0004930933379,0.000847285283,0.0003678941857,0.0001027062168,0.0003468324519,0.0009700936925,0.0008448491061
,id124,0.0003927669951,0.00001276313683,0.0003425570198,0,0.00007942912065,0.0004876174788,0.0001526661854,0.0003114446432,0.00000650984453,id124,0.0002376849014,0.000005536431777,0.000155636986,0,0.0001117297276,0.0001470340674,0.00009252260761,0.0001988194557,0.000005569955824,id124,0.0003722404322,0.000009630151566,0.0002603650348,0,0.00004540810544,0.0006442689814,0.0001164706815,0.0002012188171,0.000003690025458
